City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,salqin,36.1381,36.4532,31.04,30,0,3.79,SY,1690389120
83,luanda,-8.8368,13.2343,24.0,73,20,5.14,AO,1690388611
84,garissa,-0.4536,39.6401,27.46,46,79,10.75,KE,1690389121
85,san martin de los andes,-40.1604,-71.3486,6.47,81,100,1.34,AR,1690389121
86,crane,31.3974,-102.3501,31.04,37,34,8.17,US,1690388746
87,pisco,-13.7,-76.2167,20.03,68,100,2.57,PE,1690388739
88,kingston,17.997,-76.7936,33.47,63,20,3.6,JM,1690389122
89,kaposvar,46.3667,17.8,20.46,50,72,6.79,HU,1690388877
90,cooper's town,26.8667,-77.5167,29.3,74,100,7.07,BS,1690389122
91,kattivakkam,13.2167,80.3167,29.48,77,100,6.61,IN,1690389123
92,keelung,25.1283,121.7419,29.49,92,100,13.68,TW,1690389104
93,al jadid,27.05,14.4,40.18,5,0,4.71,LY,1690389123
94,iqaluit,63.7506,-68.5145,7.85,81,75,1.54,CA,1690389123
95,chiras,35.4167,65.9823,15.61,31,32,1.14,AF,1690389124
96,vorgashor,67.5833,63.95,16.42,80,99,3.84,RU,1690388319
97,isafjordur,66.0755,-23.124,10.02,66,75,5.14,IS,1690388541
98,huaidian,33.4333,115.0333,25.64,91,1,3.53,CN,1690389124
99,laghouat,33.8,2.8651,41.1,7,0,2.31,DZ,1690389125
100,basoko,1.2391,23.616,25.26,80,100,0.85,CD,1690389125
101,college,64.8569,-147.8028,20.18,82,75,2.57,US,1690388558
102,camocim,-2.9022,-40.8411,32.76,46,18,6.2,BR,1690389125
103,labrador city,52.9463,-66.9114,20.95,49,75,5.14,CA,1690388600
104,laguna,38.421,-121.4238,29.43,57,0,4.63,US,1690388911
105,wladyslawowo,54.7909,18.4009,19.41,61,90,6.96,PL,1690389126
106,ola,59.5833,151.2833,11.96,96,100,2.05,RU,1690389127
107,kinablangan,7.6947,126.5503,26.32,83,100,4.26,PH,1690389127
108,kirakira,-10.4544,161.9205,26.06,89,100,4.54,SB,1690388544
109,ocos,14.5094,-92.1933,32.1,64,14,2.2,GT,1690389127
110,portland,45.5234,-122.6762,20.58,70,20,2.57,US,1690388737
111,titel,45.2061,20.2944,22.06,67,66,5.42,RS,1690389129
112,ad dawadimi,24.5077,44.3924,39.64,9,91,4.43,SA,1690388520
113,tamanrasset,22.785,5.5228,37.95,7,0,4.63,DZ,1690388891
114,hanko,59.8333,22.95,17.77,74,100,9.39,FI,1690389129
115,udangudi,8.4333,78.0167,27.23,70,98,5.92,IN,1690389130
116,teisendorf,47.85,12.8167,16.26,85,75,1.03,DE,1690389130
117,codrington,-38.2667,141.9667,7.47,84,79,4.97,AU,1690388772
118,ushuaia,-54.8,-68.3,0.81,64,20,2.06,AR,1690389130
119,lompoc,34.6391,-120.4579,23.85,85,40,3.09,US,1690388337
120,tralee,52.2704,-9.7026,18.14,94,100,9.26,IE,1690389131
121,santa rita do passa quatro,-21.7103,-47.4781,27.0,24,58,1.68,BR,1690389131
122,pimenta bueno,-11.6725,-61.1936,36.27,22,0,1.92,BR,1690389132
123,ust-nera,64.5667,143.2,11.06,94,84,3.59,RU,1690388547
124,kerema,-7.9631,145.7785,24.27,89,89,2.64,PG,1690389132
125,kodiak,57.79,-152.4072,11.73,100,100,0.0,US,1690388582
126,greymouth,-42.4667,171.2,9.81,89,98,7.99,NZ,1690388590
127,sao felix do xingu,-6.6447,-51.995,35.87,24,1,1.91,BR,1690388565
128,mount darwin,-16.7725,31.5838,13.39,91,76,1.7,ZW,1690389133
129,howard springs,-12.497,131.047,19.95,72,16,2.2,AU,1690388556
130,mayna,54.1135,47.6231,21.03,61,9,3.03,RU,1690389134
131,alibag,18.6411,72.8792,25.04,96,100,6.35,IN,1690389134
132,revel,43.4667,2.0,27.57,53,39,6.42,FR,1690389135
133,remire-montjoly,4.9167,-52.2667,29.02,79,75,3.6,GF,1690388291
134,timbuktu,16.7735,-3.0074,40.03,21,64,2.87,ML,1690389135
135,aasiaat,68.7098,-52.8699,3.39,86,52,3.78,GL,1690388549
136,hamilton,39.1834,-84.5333,32.9,65,0,6.69,US,1690389011
137,homer,59.6425,-151.5483,12.94,88,0,1.54,US,1690388745
138,mahibadhoo,3.7833,72.9667,28.17,77,69,3.22,MV,1690389138
139,saint-philippe,-21.3585,55.7679,21.77,81,39,4.69,RE,1690389138
140,hawaiian paradise park,19.5933,-154.9731,22.8,99,75,2.57,US,1690388296
141,altai,46.3722,96.2583,18.19,27,54,2.31,MN,1690389138
142,matoury,4.8483,-52.3317,28.98,79,75,3.6,GF,1690389139
143,berezovo,63.9381,65.0419,14.91,97,100,2.34,RU,1690389139
144,newman,37.3138,-121.0208,29.57,56,3,1.34,US,1690388545
145,callao,-12.0667,-77.15,22.07,68,100,2.06,PE,1690388540
146,coquimbo,-29.9533,-71.3436,14.85,82,75,3.6,CL,1690388558
147,port saint john's,-31.6229,29.5448,19.7,62,0,3.78,ZA,1690388643
148,aleg,17.0481,-13.9209,35.31,41,100,5.16,MR,1690389140
149,nemuro,43.3236,145.575,16.66,98,77,0.29,JP,1690388455
150,stanley,54.868,-1.6985,20.16,57,20,3.6,GB,1690389141
151,lebu,-37.6167,-73.65,9.23,81,100,2.76,CL,1690388550
152,san andres,12.5847,-81.7006,31.01,70,20,7.2,CO,1690389141
153,tangalle,6.024,80.7911,25.41,88,85,3.8,LK,1690389141
154,kismayo,-0.3582,42.5454,24.71,81,48,6.8,SO,1690388775
155,yeppoon,-23.1333,150.7333,14.88,81,57,5.61,AU,1690389142
156,nar'yan-mar,67.6713,53.087,19.52,76,100,1.72,RU,1690388500
157,ugoofaaru,5.6667,73.0,28.28,75,87,1.45,MV,1690389132
158,lospalos,-8.5186,127.0025,18.67,94,63,1.86,TL,1690389142
159,namtsy,62.7161,129.6658,12.07,71,56,2.09,RU,1690389143
160,nova sintra,14.8667,-24.7167,23.07,84,100,4.37,CV,1690388574
161,inarajan village,13.2736,144.7484,27.54,96,100,9.45,GU,1690388738
162,san juan,-31.5375,-68.5364,14.18,36,94,2.33,AR,1690388965
163,aswan,24.0934,32.907,40.61,20,0,5.66,EG,1690389143
164,atafu village,-8.5421,-172.5159,27.98,77,90,8.86,TK,1690388601
165,bangassou,4.7413,22.8184,21.52,97,100,1.66,CF,1690389144
166,tolanaro,-25.0319,46.9987,20.04,64,40,4.12,MG,1690388566
167,zusmarshausen,48.4,10.6,15.9,82,70,4.35,DE,1690389144
168,port-cartier,50.0334,-66.8654,22.12,48,51,3.49,CA,1690389144
169,susuman,62.7833,148.1667,11.32,85,100,1.97,RU,1690388413
170,miquelon,47.0975,-56.3814,23.0,94,90,4.98,PM,1690388862
171,smidovich,48.6,133.8167,20.34,89,15,3.67,RU,1690389146
172,east london,-33.0153,27.9116,18.52,63,0,3.6,ZA,1690388646
173,anadyr,64.75,177.4833,10.28,93,75,3.0,RU,1690388585
174,changji,44.0167,87.3167,33.44,16,0,2.0,CN,1690389147
175,sitka,57.0531,-135.33,13.94,94,100,2.06,US,1690388747
176,northam,51.0333,-4.2167,17.59,97,100,7.25,GB,1690388651
177,amarkantak,22.6667,81.75,22.58,87,88,1.26,IN,1690389153
178,datong,40.0936,113.2914,19.67,80,95,0.69,CN,1690389153
179,cienfuegos,22.1461,-80.4356,33.08,62,40,2.57,CU,1690389154
180,rio grande,-32.035,-52.0986,18.06,90,100,7.37,BR,1690388588
181,emerald,-23.5333,148.1667,12.5,70,1,4.54,AU,1690388921
182,tazovsky,67.4667,78.7,18.46,71,63,4.04,RU,1690388390
183,saint-joseph,-21.3667,55.6167,21.21,82,33,3.83,RE,1690388863
184,minot air force base,48.4209,-101.3391,23.1,53,40,1.54,US,1690388880
185,santa cruz,-17.8,-63.1667,20.7,55,75,7.72,BO,1690389155
186,salinopolis,-0.6136,-47.3561,30.08,65,5,4.71,BR,1690388909
187,guozhen,34.3659,107.359,26.49,65,97,0.62,CN,1690389155
188,constantia,44.1833,28.65,28.38,60,19,3.42,RO,1690388982
189,tarko-sale,64.9225,77.785,22.2,60,95,3.08,RU,1690388642
190,huarmey,-10.0681,-78.1522,22.89,69,57,4.1,PE,1690389155
191,malango,-2.9627,119.9001,19.01,98,89,0.55,ID,1690389156
192,at taj,24.2049,23.2857,35.3,10,2,4.39,LY,1690389156
193,bel ombre,-4.6167,55.4167,25.91,83,40,6.17,SC,1690389156
194,sechura,-5.5569,-80.8222,26.36,57,92,3.61,PE,1690389157
195,lihue,21.9789,-159.3672,24.77,87,100,6.69,US,1690388920
196,kirensk,57.7853,108.1119,16.61,94,88,0.1,RU,1690389157
197,mendi,-6.1761,143.6513,13.1,99,96,0.03,PG,1690389157
198,koulikoro,14.0,-7.75,37.04,29,44,1.96,ML,1690389158
199,chokwe,-24.5333,32.9833,19.82,48,22,1.39,MZ,1690389158
200,bubaque,11.2833,-15.8333,27.39,81,97,6.4,GW,1690389158
201,enewetak,11.3474,162.3373,28.12,79,97,7.06,MH,1690388925
202,bumba,2.1833,22.4667,24.22,78,100,0.61,CD,1690389158
203,madalena,41.2162,-8.3345,33.2,46,0,4.6,PT,1690389164
204,vyksa,55.3175,42.1744,23.85,72,83,5.28,RU,1690389169
205,port alfred,-33.5906,26.891,17.32,61,41,0.45,ZA,1690388403
206,tabou,4.423,-7.3528,26.18,83,50,4.75,CI,1690388434
207,bratsk,56.1325,101.6142,18.27,94,71,1.46,RU,1690389106
208,dryden,49.7833,-92.7503,24.16,73,0,3.09,CA,1690388842
209,colonia,50.9333,6.95,22.81,47,0,5.14,DE,1690388489
210,kralendijk,12.15,-68.2667,30.99,66,20,7.2,BQ,1690389170
211,mahanoro,-19.9,48.8,18.96,84,99,4.41,MG,1690389170
212,ankazobe,-18.3167,47.1167,12.62,86,3,3.5,MG,1690389170
213,kone,-21.0595,164.8658,14.98,73,22,2.49,NC,1690388576
214,kapuskasing,49.4169,-82.4331,19.05,82,100,3.6,CA,1690388662
215,kayangel,8.0823,134.7173,27.91,75,100,9.45,PW,1690388729
216,brisas de zicatela,15.8369,-97.0419,32.29,62,40,3.09,MX,1690389171
217,palmer,42.1584,-72.3287,29.23,63,4,0.45,US,1690388896
218,buala,-8.145,159.5921,26.27,85,100,2.16,SB,1690389171
219,marquette,46.5333,-87.6335,20.99,88,100,2.68,US,1690389171
220,mejit,10.2753,170.8646,28.16,79,100,8.05,MH,1690388767
221,okhotsk,59.3833,143.3,13.92,96,77,2.88,RU,1690388901
222,uturoa,-16.7333,-151.4333,25.59,85,38,5.1,PF,1690389172
223,al jawf,29.5,38.75,35.27,13,59,6.08,SA,1690389172
224,sengkang,-4.1279,120.0297,21.67,95,9,1.04,ID,1690389172
225,mandal,25.45,74.5667,29.55,72,97,3.05,IN,1690389172
226,lubango,-14.9172,13.4925,24.92,25,1,2.57,AO,1690389173
227,gazipasa,36.2694,32.3179,34.05,36,0,3.09,TR,1690389173
228,buka,40.8108,69.1986,32.62,12,1,2.82,UZ,1690388626
229,warman,52.3168,-106.5679,18.95,63,75,4.63,CA,1690389173
230,suntar,62.1444,117.6319,17.23,57,19,3.12,RU,1690389173
231,smithers,54.7804,-127.1743,15.18,72,75,3.09,CA,1690388832
232,baki,-7.6128,110.7839,21.28,84,48,5.2,ID,1690389174
233,mili,6.0815,171.735,27.33,79,100,2.73,MH,1690389174
234,kyren,51.6828,102.1408,14.71,86,10,0.77,RU,1690389174
235,mount pearl,47.5166,-52.7813,29.14,49,75,6.17,CA,1690389135
236,severo-yeniseyskiy,60.3725,93.0408,14.49,93,86,0.48,RU,1690388598
237,san patricio,28.017,-97.5169,35.05,43,0,4.35,US,1690388860
238,sao vicente,-23.9631,-46.3919,31.1,43,0,2.68,BR,1690388772
239,souillac,-20.5167,57.5167,21.21,94,40,1.54,MU,1690389157
240,rizokarpaso,35.6,34.375,29.32,62,0,4.5,CY,1690389176
241,york,40.1254,-77.0,30.42,59,0,2.06,US,1690389176
242,quibdo,5.6947,-76.6611,28.19,83,75,1.54,CO,1690389176
243,fale old settlement,-9.3852,-171.2468,28.3,73,64,8.63,TK,1690389177
244,fortuna,40.5982,-124.1573,17.18,88,40,2.57,US,1690388640
245,calbuco,-41.768,-73.1273,9.56,84,100,2.8,CL,1690389177
246,springs,-26.25,28.4,14.68,71,2,3.63,ZA,1690389177
247,san ignacio,17.1561,-89.0714,31.08,62,20,2.06,BZ,1690389177
248,hotan,37.0997,79.9269,31.18,23,26,1.66,CN,1690388857
249,el nido,11.1858,119.3956,27.94,82,100,8.88,PH,1690388867
250,daru,-9.0763,143.2092,24.68,86,89,6.15,PG,1690388583
251,namibe,-15.1961,12.1522,17.77,83,22,3.2,AO,1690389178
252,brookings,44.3114,-96.7984,29.47,79,0,4.12,US,1690388902
253,peace river,56.2501,-117.286,17.17,88,100,5.66,CA,1690389178
254,kataba,13.9833,44.3833,24.25,42,96,2.4,YE,1690388776
255,madang,-5.2246,145.7966,24.03,90,60,2.67,PG,1690389179
256,minab,27.1467,57.0801,33.09,66,99,4.14,IR,1690389179
257,vilyuysk,63.7553,121.6247,12.64,59,100,2.24,RU,1690389179
258,cushing,35.9851,-96.767,33.86,43,0,5.14,US,1690389179
259,sumbawanga,-7.9667,31.6167,14.72,33,23,1.55,TZ,1690389180
260,fort st. john,56.2499,-120.8529,12.94,94,100,5.14,CA,1690388805
261,flying fish cove,-10.4217,105.6791,24.82,88,100,3.09,CX,1690388625
262,port lincoln,-34.7333,135.8667,12.25,56,0,4.55,AU,1690388735
263,shagonar,51.5333,92.8,17.0,64,39,1.08,RU,1690389181
264,colonel hill,22.7667,-74.2167,29.17,74,83,7.28,BS,1690389181
265,el granada,37.5027,-122.4694,22.72,85,75,6.69,US,1690388654
266,mau,25.95,83.55,33.83,51,100,5.15,IN,1690389181
267,bikenibeu village,1.3673,173.1241,26.98,83,40,0.0,KI,1690388808
268,labuan,5.2767,115.2417,26.2,94,20,0.0,MY,1690389181
269,najaf,31.9985,44.3398,43.88,10,0,2.57,IQ,1690388757
270,lerwick,60.1545,-1.1494,14.0,74,75,5.04,GB,1690388766
271,santa vitoria do palmar,-33.5189,-53.3681,14.41,89,100,6.79,BR,1690388752
272,ust'-ilimsk,58.0006,102.6619,17.55,76,57,1.54,RU,1690389191
273,tazacorte,28.629,-17.9293,26.19,75,75,4.63,ES,1690389106
274,tindouf,27.6711,-8.1474,43.25,9,0,8.75,DZ,1690388725
275,robertson,36.5167,-86.8667,31.04,75,98,3.74,US,1690389185
276,necochea,-38.5473,-58.7368,11.44,75,22,9.56,AR,1690389010
277,san luis,-33.295,-66.3356,15.96,28,7,1.48,AR,1690389192
278,el abiodh sidi cheikh,32.893,0.5484,40.65,7,0,4.28,DZ,1690389192
279,kitimat,54.0524,-128.6534,16.62,75,99,3.13,CA,1690389038
280,ndelele,4.0333,14.9333,22.63,96,96,1.39,CM,1690389193
281,st. john's,47.5649,-52.7093,29.53,52,75,6.17,CA,1690388626
282,lorengau,-2.0226,147.2712,28.07,78,50,5.97,PG,1690388632
283,yung shue wan,22.2333,114.1167,33.68,75,90,3.56,HK,1690388780
284,san fernando del valle de catamarca,-28.4696,-65.7852,19.67,48,6,0.89,AR,1690389194
285,barreirinha,-2.7933,-57.07,37.6,26,0,2.1,BR,1690389194
286,tucuma,-0.1833,-50.05,30.88,58,28,2.66,BR,1690389194
287,ulladulla,-35.35,150.4667,8.83,80,12,1.98,AU,1690388763
288,belyayevka,51.3974,56.4096,23.46,47,56,2.32,RU,1690389195
289,charters towers,-20.1,146.2667,14.97,76,25,4.12,AU,1690389195
290,galle,6.0367,80.217,26.03,88,100,3.73,LK,1690389195
291,garachico,28.7781,-17.7646,24.71,69,75,4.63,ES,1690389196
292,baalbek,34.0058,36.2181,23.85,34,0,0.76,LB,1690389196
293,daugavgriva,57.0432,24.0361,19.37,91,100,2.06,LV,1690389196
294,middelburg,-25.7751,29.4648,13.08,53,1,3.45,ZA,1690389197
295,rio do sul,-27.2142,-49.6431,25.22,50,98,1.72,BR,1690389197
296,coelho neto,-4.2567,-43.0128,37.05,23,7,2.05,BR,1690389114
297,dossor,47.5272,52.9811,29.79,35,0,3.69,KZ,1690389197
298,galliano,29.4422,-90.2992,33.89,42,0,2.63,US,1690389198
299,twon-brass,4.3151,6.2418,26.37,83,87,5.51,NG,1690388906
300,touros,-5.1989,-35.4608,28.81,61,10,8.13,BR,1690389100
301,mount isa,-20.7333,139.5,19.87,68,100,4.63,AU,1690388661
302,kalabo,-14.97,22.6814,21.88,25,63,1.76,ZM,1690389199
303,kourou,5.1552,-52.6478,29.03,67,14,3.34,GF,1690389199
304,quellon,-43.1167,-73.6167,9.14,71,75,2.57,CL,1690388623
305,vernon,50.2581,-119.2691,18.74,52,7,2.24,CA,1690388849
306,berberati,4.2612,15.7922,22.18,94,92,1.6,CF,1690389200
307,tofol,5.3248,163.0078,28.33,74,100,4.27,FM,1690389200
308,kiunga,-6.1219,141.2906,22.17,96,100,1.11,PG,1690388866
309,port victoria,0.0939,33.9756,22.76,62,20,4.2,KE,1690389201
310,qamdo,31.1667,97.2333,4.37,86,74,2.42,CN,1690389201
311,sao joao da barra,-21.6403,-41.0511,25.05,77,91,7.34,BR,1690388860
312,santa maria da vitoria,-13.3947,-44.1886,32.36,22,4,2.94,BR,1690389202
313,cacu,-18.5567,-51.1308,33.02,22,36,0.9,BR,1690389202
314,salalah,17.0151,54.0924,26.05,89,100,4.12,OM,1690388454
315,aioun,16.6614,-9.6149,37.32,34,75,5.09,MR,1690389202
316,ceret,42.4853,2.748,28.99,46,45,2.46,FR,1690389203
317,kavaratti,10.5669,72.642,28.28,77,100,6.53,IN,1690389203
318,kupang,-10.1667,123.5833,22.42,76,9,4.8,ID,1690389204
319,holualoa,19.6228,-155.9522,23.91,87,40,2.06,US,1690388861
320,celestun,20.8667,-90.4,30.84,65,79,5.41,MX,1690389204
321,shakawe,-18.3667,21.85,21.27,26,0,2.07,BW,1690389204
322,opuwo,-18.0607,13.84,22.31,21,0,1.44,NA,1690389205
323,sharm el-sheikh,27.8518,34.305,33.59,45,34,3.09,EG,1690389205
324,acapulco de juarez,16.8634,-99.8901,31.9,55,40,2.57,MX,1690389194
325,cabedelo,-6.9811,-34.8339,29.37,73,14,7.13,BR,1690389206
326,tokar,18.4254,37.729,41.22,20,62,5.53,SD,1690389206
327,proletarsk,46.7031,41.7192,27.9,35,0,4.43,RU,1690389206
328,dudinka,69.4058,86.1778,21.46,70,0,3.73,RU,1690389118
329,ebon,4.582,168.6964,26.78,84,99,6.5,MH,1690389207
330,soio,-6.1349,12.3689,23.02,76,18,4.43,AO,1690388621
331,lensk,60.7253,114.9278,17.34,94,49,0.85,RU,1690388879
332,iwanai,42.9744,140.5089,21.2,94,51,1.42,JP,1690389208
333,puerto baquerizo moreno,-0.9,-89.6,26.55,78,40,6.17,EC,1690389208
334,mount gambier,-37.8333,140.7667,7.03,86,36,3.7,AU,1690388937
335,papao,-17.75,-149.55,24.82,90,84,3.85,PF,1690389209
336,semnan,35.5729,53.3971,29.36,37,93,5.34,IR,1690389209
337,alofi,-19.0595,-169.9187,17.94,94,44,0.51,NU,1690388620
338,petropavlovsk-kamchatsky,53.0452,158.6483,12.33,100,20,1.0,RU,1690389138
339,saipan,15.1355,145.701,27.39,100,40,7.2,MP,1690389211
340,chapayevsk,52.9771,49.7086,24.49,43,28,3.21,RU,1690389211
341,epe,6.5841,3.9834,27.17,78,63,4.0,NG,1690389212
342,sretensk,52.2453,117.7093,16.73,98,98,1.95,RU,1690389213
343,cabo san lucas,22.8909,-109.9124,31.95,66,75,2.57,MX,1690388392
344,xilin hot,43.9667,116.0333,17.67,89,87,4.72,CN,1690389214
345,kafarati,10.383,11.0957,30.82,43,68,2.41,NG,1690389214
346,atasu,48.6814,71.6433,26.46,31,100,3.85,KZ,1690389215
347,nuuk,64.1835,-51.7216,6.34,93,75,5.14,GL,1690389215
348,menongue,-14.6585,17.691,27.66,14,1,0.62,AO,1690388785
349,lionel town,17.8101,-77.2406,31.94,53,100,3.05,JM,1690389215
350,katra,32.9833,74.95,24.35,85,47,1.68,IN,1690389215
351,igarka,67.4667,86.5833,19.4,80,2,3.38,RU,1690389216
352,sur,22.5667,59.5289,29.85,69,98,6.0,OM,1690389217
353,salto de agua,17.6167,-92.3667,29.42,56,99,2.74,MX,1690389218
354,delta,5.5,6.0,27.99,75,98,2.82,NG,1690389003
355,arraial do cabo,-22.9661,-42.0278,23.92,78,100,6.17,BR,1690389155
356,kabo,7.6994,18.629,23.71,85,91,0.49,CF,1690389219
357,grand falls-windsor,48.9332,-55.6649,29.72,48,100,0.89,CA,1690389011
358,asilah,35.465,-6.0348,24.98,64,0,4.03,MA,1690389220
359,cacoal,-11.4386,-61.4472,36.11,22,1,2.2,BR,1690389132
360,arkalyk,50.2486,66.9114,18.28,75,40,6.35,KZ,1690389220
361,zhezqazghan,47.7833,67.7667,29.49,31,98,5.77,KZ,1690389221
362,vadso,70.0744,29.7487,11.49,87,100,2.06,NO,1690389121
363,thinadhoo,0.5333,72.9333,28.55,79,53,6.69,MV,1690389221
364,itoman,26.1247,127.6694,29.43,89,75,10.0,JP,1690389222
365,phan rang-thap cham,11.5667,108.9833,26.16,81,100,1.88,VN,1690389222
366,humaita,-7.5061,-63.0208,37.45,24,5,1.13,BR,1690389222
367,williams lake,52.1415,-122.1445,13.36,83,75,2.06,CA,1690388764
